name,address,lon,lat,phone,description,english_friendly,japanese_friendly,korean_friendly,mobile_charging,accessibility_friendly,gender_friendly,digital_payment_friendly,vegetarian_friendly,restroom_friendly,fair_trade_friendly,free_wifi,bike_friendly,breastfeeding_friendly,muslim_friendly,menstruation_friendly,friendly_feature_count
質菲雅南港店,台北市南港區興華路72號1樓,121.605782,25.055622,02-27830096,"多寵愛自己，來趟SPA之旅
讓自己更年輕.健康.美麗
質菲雅的用心,值得您放心~ 交通超便利，
享受完療程及SPA之旅還可以去citylink逛街.聚餐.吃飯.看電影.約會等等。",1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,5
糕菲庇護工場,台北市內湖區行愛路140巷25號,121.579393,25.063609,02-27852499,"糕菲庇護工場（幸福美味的庇護工場）
【獻上生命、創造生命】

“一粒麥子落入土壤裡，會生出更多麥子” ，讓身心障礙者能自給自足，是糕菲庇護工場所努力的目標！
自民國105年開始，已成功協助近8位身心障礙就業者，在糕菲庇護工場習得正確的工作態度、好的生活習慣、優良的各項工作技能，並成功進入社會！
除了社會責任之外，我們以專業糕點帶給消費者興福與滿足，是全新的糕菲堅持作到的承諾。
藉由您持續的關注與支持，庇護性就業者得以找到屬於自己的一片天空，庇護性就業者用心製作的糕菲產品，既是他們愛心，也帶給你味蕾上的滿足。
糕菲需要您的支持，選擇糕菲，給庇護性就業者肯定自己的機會！
創造更多幸福可能！
您的關注與支持都可以幫助他們擁有一片屬於自己的天空 ！！！",1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,9
傻師傅湯包南港興中店,台北市南港區興中路72號1樓,121.606782,25.057203,02-26559166,"傻師傅湯包南港興中店獲得廣大顧客的愛護與支持，我們的經營理念，是提供顧客優良的產品。
餐點的特色:
(1). 好肉 (2). 皮薄 (3). 麵Q (4).汁多 (5). 有嚼勁 (6). 嚴選上等「健康豬」後腿肉 (7). 人工挑筋、挑膜 (8). 上等麵粉 (9). 不添加防腐劑，符合「CAS優良食品認證」之國家標準肉品。
我們堅持相同理念及品質保證，請繼續給予愛護支持。
我們的菜品也是多樣化，有嚴選蒸籠類，招牌手作類，湯品及麵食，歡迎饕客來細細品嚐舌尖上的幸福。",1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,6
卡波甜品坊 (手作豆花.冰品)        ,台北市內湖區新明路398號1樓,121.579916,25.054722,,"卡波甜品坊於2024/03/03開幕，近基隆河畔位於河濱20KM處
商品: 手作豆花與冰品
豆花以非基改黃豆每日新鮮製作
​​​​​​糖水為手工炒製能品嚐到焦糖清香
豆花配料有:花生，紅豆，綠豆，薏仁，粉圓 食材每日新鮮熬煮。
芋圓地瓜圓，黑糖粉粿 則為店家新鮮手作無任何化學添加物。
我們以每日手作提供""新鮮"" 、""健康""、""美味""的原型食物為主要訴求。",0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,4
魔幻女伶 ,台北市南港區興華路149號一樓,121.605577,25.057755,,魔幻女伶成立於2019年，我們的主要服務項目有韓式紋繡、睫毛、凝膠美甲、專業美容、專業采耳、頭spa、香薰耳燭等。,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,6
捲捲小姐墨西哥捲餅,台北市內湖區新明路460巷12號,121.578515,25.053999,,愛墨西哥捲餅，愛咖啡、愛甜點，和愛貓咪的溫馨小店,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,7
越玖玖美食館,台北市南港區昆陽街106號1樓,121.593566,25.051434,02-27822699,提供越南特色餐食&台式便當餐飲服務，有越南的湯麵、河粉，不管是牛肉、豬肉吃起來都是清爽不油膩。加一點辣椒更是爽快對味！在昆陽站附近不能錯過的美食,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3
香鍋自助石頭火鍋,台北市內湖區陽光街289號,121.579941,25.073961,02-26578342,內湖陽光街在地的老味道，傳統的石頭火鍋先以麻油、乾魷魚、蒜苗、洋蔥爆炒肉品，再佐以獨家熬製的柴魚大骨湯，加入自己愛吃的火鍋料，再涮上幾片優質肉品，無論是三五好友還是家庭聚餐，都是首選的好地方！,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
什玖鍋物,台北市中山區德惠街19號,121.526245,25.066745,02-25950219,平價自助火鍋,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
TDB 傳統甜點麵包店,台北市文山區指南路二段119巷16號 ,121.576562,24.988114,,手工天然無添加、健康製程無負擔,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,7
弘弘朝食,台北市南港區南港路一段129號,121.614141,25.055015,02-26940088,是的，我們終於回來了！你們的期盼我們都能理解，2023/11/8正式營業，請讓我們用最華麗的新姿態再次綻放美食饗宴，謝謝你們的督促及關心，我們會加倍努力,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,9
My Dear strawberries,台北市松山區八德路四段72巷16弄2號 ,121.560202,25.046522,02-37652720,"成立於2016年的禮品品牌 - My Dear strawberries -
My Dear strawberries 是一個極具創意的禮品品牌，以草莓花束為主打，吸引眾多目光。
我們的產品圍繞著繽紛流行的主視覺設計，給人耳目一新的感受。
我們提供多種銷售禮品，包括草莓花禮、香氛、巧克力以及精選氣泡酒禮，每一件都展現高質感的特色。
我們的設計師們不斷思考，認為每一份禮物都代表著一種情感的傳遞，並致力於讓客戶完美表達這份情感。
期待您對我們精心製作與挑選的禮品感到滿意，並將它們送給您心中的My Dear！",1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,5
OutdoorLINK戶外林區,台北市內湖區新湖二路146巷33號,121.578695,25.063647,02-27951116,"專營日本戶外露營品牌販售
LOGOS/CaptainStag/UNIFLAME/Onway/DOD/mont-bell
每日營業時間12：30～21：30
臨近內湖costco、IKEA、台北花市；周邊有收費停車場。",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
李氏兄弟餐酒館Le Lee Brother Bistro,台北市文山區新光路一段104號,121.573601,24.99141,02-29377290,秉持著米其林餐廳的指標對待每一道料理，每一位顧客，以及每一個用餐環節。我們用心，只想把最好的呈現出來給大家,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,6
老味道鍋物,台北市文山區指南路二段17號,121.573513,24.988235,02-29376848,自家熬煮的高湯搭配現切肉片！,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,5
覓糖-文山政大店,台北市文山區指南路2段62號1樓(左側),121.575605,24.987597,02-29370225,我們很高興在政大商圈的門檻上為您打開一扇甜蜜的門。位於政治大學校門口旁，我們的店鋪就在這裡等待您的光臨。 覓糖的「七彩粉粿」是一種由紅薯粉熬製的美食，它的口感軟嫩且帶有Q彈的感覺，讓人回味無窮。我們為您添加了抹茶、芝麻、桂花、玫瑰、椰漿、黑糖、山梔子等七種色彩，讓您在品嚐的同時，也能感受到彩虹般的心情。 我們的品牌秉持「天然、健康、親民的價格」的精神，以創新的現代元素，傳承台灣傳統歷史人文的滋味。我們創新研發了黑糖、芝麻、玫瑰、抹茶、椰子、桂花等現代口味的七彩粉粿，將兒時懷舊的古早味與時尚潮流的高顏值完美結合，成為冰品市場的獨家新寵兒。,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,5
綠光花園,台北市內湖區內湖路一段600巷10號,121.578018,25.078263,02-26585835,"給都市人一個療癒的小天地
多肉植物專門店，其他植物也有仙人掌，觀葉植物等...，也販售專業的植物燈。

另販售特色盆器，商業花禮，婚禮佈置，新娘捧花，永生花乾燥花節慶花藝禮品。

不定期舉辦手作課程，內附設咖啡飲品、異國輕食等料理。",1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,5
小日子咖啡,台北市文山區指南路三段38巷33號前100公尺,121.590701,24.967068,02-23017070,茶、咖啡、點心,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3
綠帶純植物烘焙,台北市松山區民生東路五段36巷8弄64號1樓 ,121.560498,25.057164,02-27477668,"我們是一間以健康 / 天然 / 輕盈的純植物蛋糕店
Vegan Bakery (Egg Free, Dairy Free, Honey Free)
絕不使用任何動物性原料、氫化植物鮮奶油、色素、防腐劑。",1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,8
Coco brother Plus延吉店,台北市大安區延吉街137巷26號1樓,121.555361,25.041957,,"曾幾何時,你/你感受到了無比的「自在」?
椰兄品牌的誕生,承載著自由自在的精神,成為我重新找回自我的起點。
離開高薪工作回到台灣的三十多歲的我,深陷於薪資差距和朋友事業成功的焦慮中。社會的無
情壓力讓我感到失敗,但我選擇拋開這些困擾,回憶起泰國的美好時光。
在泰國曼谷的繁華城市,我彷彿回到無憂的童年,特別是在街頭小攤品嚐道地的泰國美食,感
受到獨特的自在。泰國的生活節奏給予我不受拘束的自由,每天花三十分鐘享受一頓美味的泰
菜成了我生活中最美好的時光。
我將泰國的自在和快樂帶回台灣,這份珍貴的情感成爲了「椰兄」的根基。
這不僅是一個品牌,更是一種生活態度的象徵,希望每個人在繁忙的生活中找到屬於自己的片
刻寧靜。在椰兄,我們鼓勵每個人勇敢地做自己,活出一個完整而自在的人生。椰子象徵著我
在泰國找回的自在,「兄」呼喚著每一位朋友,是一個共同尋找美好的邀請。
在椰兄,每一口美味都是對生活的讚美,每一個微笑都是對自由的追求。椰兄,是一個屬於自
己的小天地,一個讓人心靈得以寄託的角落。讓我們每天給自己三十分鐘,在椰兄的世界裡卸
下所有面具,享受象徵自由自在的泰國美食,讓這時間完完全全屬於自己。
Be yourself.
Coco Brother 執行長  許冉勳",1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,5
蒜香無骨炸雞店,台北市南港區南港路一段125號,121.614225,25.055014,0987-183053,"蒜香無骨炸雞
香雞排、鹽酥雞
各式小點、蔬菜任君挑選
扮炒洋蔥、蒜頭
挑戰您的味蕾，一試成主顧
味～鮮～香的炸物專家",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
潮味決南港研究院店,台北市南港區研究院路一段70號 ,121.616086,25.05283,02-27828808,"誰說滷味只能有一種味道！？
潮味決將特色湯頭結合國民美食滷味，
跨界碰撞出全然不同的新滋味。",1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,6
陶薪珈琲所,臺北市南港區忠孝東路七段99號1樓,121.597847,25.05148,02-27862168,「陶」是傳家之寶， 易是陶冶性靈。 「薪」是薪火相傳， 傳遞到每個人的心裡。 歡迎光臨陶薪，ㄧ家子的咖啡世家 精通占卜的身心靈故事職人珈琲所 本店以陶器為本質，藉由簡單的輕食 將陶器帶入生活， 品嘗陶器所帶來的溫度及藝術， 讓生活中多增添點儀式感,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,5
GC WELL 幾好,臺北市南港區忠孝東路七段99號1樓,121.597847,25.05148,02-27856160,"全台首間AIWA日本愛華品牌影音旗艦店，完整陳列全系列AIWA影音產品陣容，打造絕佳旗艦級娛樂體驗空間享受。邀請消費者親臨參與並感受優質的AIWA服務及最新影音產品！
現場提供影音產品試聽!!",1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4
AIWA 愛華,臺北市南港區忠孝東路七段99號1樓,121.597847,25.05148,02-27859579,"全台首間AIWA日本愛華品牌影音旗艦店，完整陳列全系列AIWA影音產品陣容，打造絕佳旗艦級娛樂體驗空間享受。
邀請消費者親臨參與並感受優質的AIWA服務及最新影音產品！ 現場提供影音產品試聽!!",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
Pioneer DJ AlphaTheta ,臺北市南港區忠孝東路七段99號1樓,121.597847,25.05148,02-87512055#209,AlphaTheta/Pioneer DJ Taiwan 為全球DJ數位產品領導品牌 ，透過不斷地創新 ，為DJ 和音樂愛好者帶來更多創意激盪 ，享受音樂的創作時刻 。 ,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,5
蔡偉靖手風琴工作室,臺北市南港區忠孝東路七段99號1樓,121.597847,25.05148,02-27859498,"致力於推廣及復興臺灣手風琴相關文化藝術產業
希冀手風琴文化深耕台灣並與世界接軌


服務項目：
˙ 手風琴教學
˙ 音樂節策劃及製作
˙ 音樂會及商業演出
˙ 手風琴大師班工作坊
˙ 手風琴講座及工作坊
˙ 手風琴相關維修保養
˙ 手風琴樂器代理銷售",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
探索薩克斯風 ,臺北市南港區忠孝東路七段99號1樓,121.597847,25.05148,02-27853079,"品牌源自臺灣，前身從事薩克斯風生產與國際通路近四十餘載，備受國際訂單肯定而滿載的生產量能促使了台灣門店品牌的創立- 探索薩克斯風，2022年進駐北流，將國際認可的專業服務與產品帶回臺灣。
我們從研發製造、吹奏感與配備搭配產生的聲音、到客製改裝角度探索薩克斯風，好奇心是我們的動力，交流中靈感碰撞，在實驗中探索。",1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,5
聞藝,臺北市南港區忠孝東路七段99號1樓,121.597847,25.05148,02-27852099,打破對於芳療領域的舊觀念 引領你走入全新的五感體驗 你的世界不再受侷限 ,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
大韜黑膠耳機專賣,臺北市南港區忠孝東路七段99號1樓,121.597847,25.05148,02-27857275,大韜黑膠耳機專賣 全台灣最大的黑膠唱片行，正式進駐北流、 店內提供3萬片黑膠供您挑選， 同時備有數十款耳機、唱盤、音響供您試聽。 喜歡躺在沙發上慵懶聽音樂的感覺嗎? 那來大韜黑膠就對了,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
aNueNue 北流形象館,臺北市南港區忠孝東路七段99號5樓,121.597847,25.05148,02-25364488,歡迎走進aNueNue的音樂世界！ aNueNue北流形象館由專業團隊打造，以吉他特殊的造型融入整個空間，並發揮新意，將樂器內部的材質實際運用在設計上，由裡至外沈浸式感受吉他的魅力。木質調的環境氛圍，歡迎前來的客人放慢腳步，在這裏你可以放鬆休憩、盡情彈奏，逛逛經典的人氣琴款及周邊商品，享受愉快的試琴體驗。,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
departure旅行趣,台北市松山區復興北路33號,121.544217,25.049985,02-27118580,"departure 總公司以生產配件代工30年著名，全球各大精品行李箱 85% 的配件都是出自此 OEM 團隊，為了使旅人能以最合理的價格擁有一只高品質的行李箱，成立了《departure 旅行趣》這個的品牌，將以『感恩、熱誠、創新、誠信、服務』的信念，持續創新商品與提供更優質的服務。

堅持「第一」
無論是商務、旅行或休閒系列，每個 departure 箱包從零件製作、研發、設計，皆須經過百道以上的手感工序，以確保產品的耐用與堅固性。除此之外，所有的產品出廠前皆必須通過拉鍊、拉桿、落地、振盪、跑步及滾輪六大測試；每款行李箱皆擁有至少三項專利設計。希望每一只行李箱在旅行中能成為旅人的好幫手，完美每一段旅程。

秉持著時尚精品的服務，每只 departure 的行李箱皆擁有五年的免費維修服務，提供消費者最直接的回覆及迅速的服務，讓您買的放心，用的安心。",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
糖五室,台北市內湖區康樂街72巷15-2號,121.618145,25.069606,02-26319876,"天然鹽滷黑糖豆花
天然鹽滷濃郁無糖豆漿豆花
老草汁嫩仙草
黑糖杏仁布丁
各式雪花冰",0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4
懶的鳥小姐|手作早午餐,台北市內湖區東湖路113巷5弄21號1樓,121.61451,25.069281,,"選用好的食材、天然的調味料，回歸最純粹的料理初心，只為了將最好吃的餐點呈現給您。
我們用心製作每一份早午餐料理，希望您能在這裡滿足您的胃和心靈。
店內有舒適、放鬆的空間，讓您在感到疲憊時，能在這裡用好吃的早午餐犒賞自己，好好讓自己放鬆一下。",1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,7
More&More coffee Roastery,台北市信義區莊敬路289巷4弄24號,121.563643,25.028483,02-7586525,"咖啡就自己而言是迷人的
在櫛比鱗次的咖啡選項中
從交流出發、分享開始
用單品的純粹與濃縮及牛奶的融合
希望有緣可以讓更多的朋友
讓我為你們沖一杯屬於自己的咖啡",1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,7
寧芙漫漫肌膚管理,台北市內湖區環山路一段24巷32號,121.564083,25.084426,02-26278906,"痘痘｜乾肌｜黑眼圈｜毛囊炎
｜泛紅｜角化斑｜粉刺｜痘疤｜

肌膚管理/創業培訓/一技之長/斜槓轉行/全台有分店",1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,9
素顏女神肌膚管理,台北市中山區四平街56號3樓,121.53345,25.05357,02-25159440,"素顏女神肌膚管理～不只是臉部保養專家，也是戒粉底中心 在這裡我們提供： 1. 專業的皮膚諮詢，不但能了解目前膚況有哪些問題、這些問題如何形成的、還能知道怎麼去照顧或改善 2. 客製化的保養方案，整合預算、膚況、身處環境、想要的進度等等全方位的考量，打造出針對每一位獨一無二的肌膚的專屬配方，只要配合老師，你就能看到效果 3. 秉持「以人為本，對肌膚友善」的理念，兼具體內體外共同調理，讓你效果1+1>2 4. 完善的售後服務，每個階段都可以與店家技術老師共同討論調整，不用擔心既定計畫或自身行程會受影響 5. 亦提供技術教學及創業輔導，期許美業人才皆能完成自己的夢想店家，詳細內容請私訊官方帳號 素顏女神，讓你素顏也能是女神。
",0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,5
豬窩窩早午餐,台北市內湖區文湖街65號1樓,121.563078,25.086746,02-26588268,"豬窩窩咖啡廚房這裡有各式各樣的好吃早餐

滿足你挑剔的味蕾不管你想吃什麼這裡都有

豬窩窩陪您溫暖每一天

吃吃早餐·喝喝咖啡·",1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,7
午後有花,台北市內湖區基湖路3巷36號,121.566541,25.080728,02-26598895,"2024年，我們開始了複合式的業務，

我們結合了咖啡廳與花店，

希望給你們帶來美好的花卉體驗。

我們希望您在我們的店中感受到一種特別的親切感，

就像跟朋友談話一樣。

我們始終以貼心溫暖的態度服務，

因為我們明白，每一分花禮都承載者一份珍貴的心意，每一份餐點，都蘊含著我們對新鮮及營養的在乎。

當您蒞臨午後有花時，您不僅購得了花朵，還收穫了一份自然的寧靜和美麗。

我們的品牌故事是一個承諾，

每一束花都蘊含著我們對大自然之美的熱愛，

以及對您的關愛和呵護。

歡迎來到午後有花，讓我們一起享受自然之美的魅力。",1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,5
初心菓寮,台北市內湖區文德路86號1樓,121.58214,25.078267,02-26592389,"一九九二年日本橫濱排隊買蛋糕的人潮，開啓

了烘焙夢的大門。



 『把簡單做到最好』是我們企業的經營理念，

對於『品質』的堅持，刻劃著初心的歷史。



 至今，追求『品質』的路我們持續走著，足跡

踏遍日本城鄉，探訪百年菓鋪老店，細細體會日

本文化的精髓，越是深究，對簡單的材料能表現

不凡而永恆的『加壽手以羅』越是著迷。



 在飄著木頭香日式老房子裏，品著茶，吃著加

壽手以羅，味自慢的究恢精神，更加昇華而融合

；這一刻，獨享已是一種可惜，如此的美好就該

與您分享！



 五百多個日子裏的沉浸研究，一生懸命，一本

初衷，懷著感恩回饋的心，加壽手以羅結合日式

茶的「初心菓寮」於是誕生…",0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,7
建興餅店,台北市內湖區東湖路31-1號1樓,121.613353,25.068923,,"建興餅店成立於1970年的四腳亭。

2021年建興餅店重新創立

將創新的思維注入傳統的烘焙產業

用老師傅的手藝繼續傳遞幸福的滋味",1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,5
閨蜜專屬,台北市中山區林森北路147號B1樓,121.525335,25.05148,02-25222913,「閨蜜專屬客製化美睫美學館」是一家經營了六年的專業美容機構，專注於提供客製化的美容服務。這裡的服務範圍包括美睫、美容、霧眉還有鋼琴教學課程等，並以全面的身心靈照顧為特色。除了提供這些高品質的美容服務，閨蜜專屬還自行研發並推出了保養品牌「閨蜜專屬」，是一間 「預約制」服務的美容中心，致力於讓每一位顧客在外表和內在都得到最佳的呵護與提升。無論是想要提升外在美感還是追求內心的平靜和健康，閨蜜專屬都能提供全方位的解決方案，成為每一位「蜜粉」的美麗和健康管家。,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,6
小雲雲瑜珈配件,台北市中山區錦州街157巷7號,121.529805,25.060884,,"小雲雲瑜珈配件
Little Cloud Yoga Accessory

Shipping is always on us!!!
全館台灣本島外島免運!!
合法授權代理瑜珈老師公認最棒的Manudka 瑜珈墊和超級美麗的進口瑜珈服飾.
和Ashtanga Yoga Product /Kino Yoga DVD/書籍

每星期一公休 營業時間上午11:30點到晚上8:30點
門市位於 104台北市中山區錦州街157巷7號
(02)2563-3381
",1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,5
有間魚湯,台北市內湖區東湖路113巷5弄19號,121.614582,25.069265,02-26313259,"【招牌 • 鱸魚湯】

開張九年至今的招牌，比起只有單純薑絲蔥花的清湯我們加入了更多的新鮮食材，只為了在口味的講究上多一點我們品牌的味道。



於饕客，對此鮮度喜好不己。

於病者，身心皆感治癒舒暖。

於家庭，給予孩童營養富豐。

於三餐，大魚大肉外的一個選擇。



#東湖

#東湖美食 

#漁湯 

#魚湯 

#漁場 

#內湖

#內湖美食

#東湖樂活公園 

#內湖餐廳 ",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
茗窖茶莊CAOLY,台北市中山區林森北路154號,121.52521,25.051883,02-25815472,"{茗窖茶莊}三代傳承的品茶DNA，第一代精於品茶也善挑好茶，

1936年第二代憑藉家傳品茶功力開設茶莊，從小跟著父親到處收好茶的第三代，

於1986年通過中華民國茶藝協會評鑑師認可並拜大師學習製茶。

茗窖茶莊只收台灣最出色的烏龍茶，由製茶老師傅精心製作，

成就品茗行家最愛的精品茶飲。",1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,5
ROSELAND,台北市文山區新光路一段8號,121.573595,24.988579,02-2936-5088,ROSELAND購物與零售。,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
北投馥悅溫泉酒店,台北市北投區中山路26號,121.511052,25.138466,02-28969798,"北投位於大台北地區近郊，是台灣著名的溫泉勝地之一，擁有豐富的溫泉資源和美麗的山水環境。
北投馥悅溫泉酒店地理位置優越，步行至北投溫泉博物館5至8分鐘；至捷運新北投站約10至15分鐘；至台北市區或松山機場車程約40分鐘。酒店遠離塵囂，讓您可以一邊沐浴於自然山川風光之中，一邊盡情享受溫泉的恩賜。
北投馥悅溫泉酒店具有歐洲建築元素，散發出典雅氛圍。客房設計寬敞舒適，每間客房都有大浴池，讓您在舒適的環境中度過愉快的時光。
北投馥悅溫泉酒店提供完善的服務－包含無線網路、行李寄放、代客叫車、機場接送、行程規劃與建議等，讓您無需在住宿上花費多餘的預算，而能盡情享受旅遊的樂趣。不管您來自哪個國家，都能感受我們自然、熱情，如好友般的接待與服務。
無論您是來北投尋找放鬆的時光，還是享受豪華的度假體驗，北投馥悅溫泉酒店都能滿足您的各種需求，為您帶來一段難忘的北投之旅。",1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,6
悠趣旅店,台北市松山區長安東路二段219號 12樓,121.544872,25.048362,02-27752277,"優旅商旅位於台北，距離南京復興捷運站有5分鐘步行路程。 酒店提供帶免費無線網絡連接的現代住宿。
客人從這家酒店步行 15 分鐘即可抵達熱鬧的微風中心和太平洋崇光百貨。 距台北松山機場僅10分鐘車程，距桃園國際機場1小時車程。 可應要求提供收費的機場班車服務。
空調客房配有柔軟的 Sealy 床墊、冰箱、沏茶/咖啡設施和有線電視。 私人浴室配有浴室用品和吹風機。
酒店提供洗衣和乾洗服務。 客人可以免費使用自助洗衣機。 酒店內的旅遊諮詢台提供票務和汽車租賃服務。 對於那些希望趕上最後一分鐘工作的人，提供商務設施。",1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,5
iCAFE 艾卡啡,台北市內湖區港墘路127巷16弄9號,121.577361,25.077884,,"我們是在內湖科學園區裡的咖啡館，捷運文湖線港墘站2號出口走路6分鐘可到，或是西湖圖書館(湖光教會)公車站。

溫馨小店裡提供咖啡豆販售，咖啡、茶飲與當日甜點，有舒適的環境。",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
Sea Cup Island,台北市士林區中正路389號1樓,121.521345,25.094047,,"提供義大利麵/燉飯/各式小點/炸物/冰品
寵物友善/婚後after party /寵物聚會/生日聚會/各種包場聚會",1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,5
舞良麵,台北市大安區延吉街70巷5弄3號1樓,121.55389,25.042325,,"「舞良麵」在2014年夏天創立於宜蘭縣頭城鎮，2021年遷店至台北東區。以追求創新而獨特且優良品質為核心，擴大「麵」的界限及想像，舞出好滋味。
最初的開始，是由一對來自台北的情侶，當時相交5年的兩人不時思考人生下半場，一次友人介紹來到宜蘭頭城，初見龜山島及廣闊海岸線的美景衝擊心靈，直覺的明白島內移民人生即將展開。
 「舞良麵」的開始都未經精算。租到草創原址時快夏天，所以賣涼麵。因為省成本、求效率，所以壁面貼報紙，客用桌椅用學校淘汰的課桌椅，設備多數用二手品。也因為是這樣開始，店內使用漂流木、廢棄木棧板做佈置，營運上產生的廚餘做堆肥，供應二樓花臺造景植物的養分，來延續資源回收再利用的精神，環保議題亦是「舞良麵」重要的理念核心之一。
選擇以「涼麵」開始，是避免和在地店家做惡性競爭，在關係經營上會減少阻力外，也容易將獨特性凸顯出來。為了加強獨特性，便以各國特色為主，每款涼麵的醬汁皆量身訂做，食材配料考究自該國飲食習慣，並捨棄一般涼麵慣用的油麵，以「日本素麵」及「義大利細麵」取代再加以冰鎮，口感上顯得清涼爽口且Q彈滑溜。
「舞」的諧音和台語的有（ㄨ）為同音，意在傳達這裡有涼麵。此外，涼麵是大眾心目中強烈既定印象的平民小吃，而「舞」字形上是有質感的，代表「舞涼麵」能跳脫思維，賦予涼麵新生命和可能性。跳舞是開心、快樂的，就像最初創作出這些餐點或店內佈置的過程。更重要的，是「舞涼麵」由兩個人構成，雙人舞遠比單人舞來的精彩可期，缺一不可。
在宜蘭頭城開業的七年多，很幸運的受到不少人的喜愛，期間接受許多雜誌及電視媒體的採訪，「舞涼麵」在宜蘭也成為小有知名度的品牌。
2020年底決定遷店至台北東區。",1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,5
鷄極本味,台北市士林區延平北路五段31號1樓,121.510887,25.079725,02-28169749,"我們的緣起
「溫暖強力的後盾」
從事護理相關工作多年的三姐妹,深切體會病人需求, 有感家屬辛勞,更眼見一群不眠不休的醫療團隊在背後 默默付出努力,想起兒時母親細心熬煮的滴雞精,奠定健康的穩定基礎,盼能將這份溫暖味道分享給大家,成為辛苦朋友的強力後盾。
我們的信念
「追求極致健康本味」
秉持「追求極致健康本味」的品牌信念,從雞隻嚴選到製程,每一個細節毫不妥協。
為了讓需要營養補充需求的病人、家屬和醫護人員, 用心做出最優質的滴雞精,讓大家安心飲用,守護每一位朋友的健康。
我們的專業
「用心傾力打造的好味道」
家中長年從事畜牧養雞的背景是我們挑選優良雞隻、控管品質的關鍵。
用嚴選台灣雞隻,遵循古法精製16小時嚴謹的慢火細燉及一道道繁複程序所打造的滴雞精,是「雞極本味」的堅持也是我們的專業。",0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,8
鵝肉世家,台北市文山區木新路二段283號一樓,121.565796,24.982844,,【鵝肉世家】顧名思義為鵝肉專賣店，主打各式各樣以鵝肉為主的料理，並搭配飯、麵、時蔬…等主食與配菜，為您點綴繽紛豐富的餐桌饗宴～而店內一貫的親民路線，讓您以樸實的價位，便能大快朵頤真材實料的美味，保證您直呼過癮！,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
